id;speaker_id;audio_save;transcript_save;expression
1193;27;audio_saves\1193.wav;transcript_saves\1193.txt;RED
1194;26;audio_saves\1194.wav;transcript_saves\1194.txt;RED
1195;27;audio_saves\1195.wav;transcript_saves\1195.txt;EH
1198;26;audio_saves\1198.wav;transcript_saves\1198.txt;ANCHOR WATER
1199;26;audio_saves\1199.wav;transcript_saves\1199.txt;WATER
1200;27;audio_saves\1200.wav;transcript_saves\1200.txt;SWIMMING
1202;26;audio_saves\1202.wav;transcript_saves\1202.txt;WINDOWS
1203;26;audio_saves\1203.wav;transcript_saves\1203.txt;NO
1204;27;audio_saves\1204.wav;transcript_saves\1204.txt;HM
1205;27;audio_saves\1205.wav;transcript_saves\1205.txt;EH
1206;27;audio_saves\1206.wav;transcript_saves\1206.txt;HE'S SWIMMING
1207;27;audio_saves\1207.wav;transcript_saves\1207.txt;AND I SEE A MAN
1208;26;audio_saves\1208.wav;transcript_saves\1208.txt;A MAN AND A FLOWER
1209;27;audio_saves\1209.wav;transcript_saves\1209.txt;FLOWERS I SEE
1210;27;audio_saves\1210.wav;transcript_saves\1210.txt;AND I SEE
1211;26;audio_saves\1211.wav;transcript_saves\1211.txt;A TOILET
1212;27;audio_saves\1212.wav;transcript_saves\1212.txt;A TOILET AND A WASHING
1213;27;audio_saves\1213.wav;transcript_saves\1213.txt;WASHING SINK
1214;26;audio_saves\1214.wav;transcript_saves\1214.txt;SINK WASHING SINK
1220;26;audio_saves\1220.wav;transcript_saves\1220.txt;ON THE FLOWERS
1221;26;audio_saves\1221.wav;transcript_saves\1221.txt;AND I SEE
1225;27;audio_saves\1225.wav;transcript_saves\1225.txt;SEE THE WORLD
1226;26;audio_saves\1226.wav;transcript_saves\1226.txt;THE WORLD
1228;27;audio_saves\1228.wav;transcript_saves\1228.txt;CIRCLE 
1231;27;audio_saves\1231.wav;transcript_saves\1231.txt;A BALL 
1232;27;audio_saves\1232.wav;transcript_saves\1232.txt;EH I SEE CONTINENTS
1233;26;audio_saves\1233.wav;transcript_saves\1233.txt;CONTINENTS 
1234;27;audio_saves\1234.wav;transcript_saves\1234.txt;AND WATER
1235;26;audio_saves\1235.wav;transcript_saves\1235.txt;WATER 
1236;26;audio_saves\1236.wav;transcript_saves\1236.txt;AND THE OCEAN 
1237;26;audio_saves\1237.wav;transcript_saves\1237.txt;OCEAN 
1238;27;audio_saves\1238.wav;transcript_saves\1238.txt;THE OCEAN 
1239;26;audio_saves\1239.wav;transcript_saves\1239.txt;ITALY
1240;27;audio_saves\1240.wav;transcript_saves\1240.txt;IT IS ITALY AND
1241;26;audio_saves\1241.wav;transcript_saves\1241.txt;YES
1242;27;audio_saves\1242.wav;transcript_saves\1242.txt;I SEE THE
1243;26;audio_saves\1243.wav;transcript_saves\1243.txt;I SEE WATER EH RIVER
1244;26;audio_saves\1244.wav;transcript_saves\1244.txt;GRASS 
1245;27;audio_saves\1245.wav;transcript_saves\1245.txt;TREES
1246;26;audio_saves\1246.wav;transcript_saves\1246.txt;TREES AND
1247;27;audio_saves\1247.wav;transcript_saves\1247.txt;FISH 
1248;26;audio_saves\1248.wav;transcript_saves\1248.txt;YES
1249;27;audio_saves\1249.wav;transcript_saves\1249.txt;AND HERE
1253;26;audio_saves\1253.wav;transcript_saves\1253.txt;FIELDS 
1254;27;audio_saves\1254.wav;transcript_saves\1254.txt;FIELDS 
1255;26;audio_saves\1255.wav;transcript_saves\1255.txt;AND RAIN
1256;27;audio_saves\1256.wav;transcript_saves\1256.txt;RAINY AND SNOWY
1257;26;audio_saves\1257.wav;transcript_saves\1257.txt;SNOWY 
1258;27;audio_saves\1258.wav;transcript_saves\1258.txt;AND I SEE TWO MOUNTAINS
1259;26;audio_saves\1259.wav;transcript_saves\1259.txt;THE MOUNTAINS
1260;26;audio_saves\1260.wav;transcript_saves\1260.txt;EH
1261;27;audio_saves\1261.wav;transcript_saves\1261.txt;A LIGHT TOWER
1262;27;audio_saves\1262.wav;transcript_saves\1262.txt;I SEE ARROWS 
1263;26;audio_saves\1263.wav;transcript_saves\1263.txt;ARROWS 
1264;26;audio_saves\1264.wav;transcript_saves\1264.txt;AND THE BLUE SKY
1265;26;audio_saves\1265.wav;transcript_saves\1265.txt;RED COLOR ON THE LIGHT TOWER
1266;26;audio_saves\1266.wav;transcript_saves\1266.txt;YES
1267;26;audio_saves\1267.wav;transcript_saves\1267.txt;HM
1268;27;audio_saves\1268.wav;transcript_saves\1268.txt;RATS
1269;26;audio_saves\1269.wav;transcript_saves\1269.txt;RATS
1270;26;audio_saves\1270.wav;transcript_saves\1270.txt;YES
1271;27;audio_saves\1271.wav;transcript_saves\1271.txt;OKAY
1272;26;audio_saves\1272.wav;transcript_saves\1272.txt;HM
1273;27;audio_saves\1273.wav;transcript_saves\1273.txt;MY RAT IS ON THE WALL
1274;26;audio_saves\1274.wav;transcript_saves\1274.txt;AND MY RAT IS
1275;26;audio_saves\1275.wav;transcript_saves\1275.txt;DRAW
1276;26;audio_saves\1276.wav;transcript_saves\1276.txt;I HAVE A RAT ON THE BOOKS
1277;26;audio_saves\1277.wav;transcript_saves\1277.txt;I HAVE EH HERE A RAT ON THE WALL 
1278;27;audio_saves\1278.wav;transcript_saves\1278.txt;HM
1279;26;audio_saves\1279.wav;transcript_saves\1279.txt;YEAH
1280;27;audio_saves\1280.wav;transcript_saves\1280.txt;MY RAT IS ON THE NO CHAIR 
1281;27;audio_saves\1281.wav;transcript_saves\1281.txt;MY RAT LOOKING NEXT TO THE CHAIR
1282;26;audio_saves\1282.wav;transcript_saves\1282.txt;MY RAT ARE UNDER THE CHAIR
1283;26;audio_saves\1283.wav;transcript_saves\1283.txt;HERE
1284;26;audio_saves\1284.wav;transcript_saves\1284.txt;HERE MY RAT ARE ON THE BOX
1285;27;audio_saves\1285.wav;transcript_saves\1285.txt;AND I HAVE A RAT UNDER THE TABLE
1286;26;audio_saves\1286.wav;transcript_saves\1286.txt;UNDER THE TABLE
1287;26;audio_saves\1287.wav;transcript_saves\1287.txt;I HAVE A RAT HERE IN THE BOX 
1288;26;audio_saves\1288.wav;transcript_saves\1288.txt;AND NEXT TO THE BOX
1289;27;audio_saves\1289.wav;transcript_saves\1289.txt;I HAVE A RAT UNDER THE BOX
1290;27;audio_saves\1290.wav;transcript_saves\1290.txt;AND I HAVE A RAT NEXT TO THE BED
1291;26;audio_saves\1291.wav;transcript_saves\1291.txt;NEXT TO
1292;26;audio_saves\1292.wav;transcript_saves\1292.txt;I HAVE A RAT NEXT TO THE
1293;26;audio_saves\1293.wav;transcript_saves\1293.txt;COLUMN
1294;28;audio_saves\1294.wav;transcript_saves\1294.txt;YES I PLAY <unk>
1295;28;audio_saves\1295.wav;transcript_saves\1295.txt;AND FLUTE
1296;29;audio_saves\1296.wav;transcript_saves\1296.txt;THIS IS MOLLY MALLONE
1297;29;audio_saves\1297.wav;transcript_saves\1297.txt;YES
1300;28;audio_saves\1300.wav;transcript_saves\1300.txt;YES
1301;29;audio_saves\1301.wav;transcript_saves\1301.txt;YES
1302;28;audio_saves\1302.wav;transcript_saves\1302.txt;YES
1303;29;audio_saves\1303.wav;transcript_saves\1303.txt;YES
1304;28;audio_saves\1304.wav;transcript_saves\1304.txt;MY HOBBIES ARE KARATE SWIMMING AND PLAY INSTRUMENTS
1305;28;audio_saves\1305.wav;transcript_saves\1305.txt;KARATE
1306;28;audio_saves\1306.wav;transcript_saves\1306.txt;ONE YEAR
1307;29;audio_saves\1307.wav;transcript_saves\1307.txt;MY HOBBIES ARE GUITAR PLAYING AND COMPUTER PLAYING
1308;28;audio_saves\1308.wav;transcript_saves\1308.txt;EH
1309;28;audio_saves\1309.wav;transcript_saves\1309.txt;YES
1310;28;audio_saves\1310.wav;transcript_saves\1310.txt;EH I PLAY GUITAR
1311;28;audio_saves\1311.wav;transcript_saves\1311.txt;MY BEST FRIEND IS CARSTEN
1312;29;audio_saves\1312.wav;transcript_saves\1312.txt;MY BEST FRIEND IS PAUL
1313;28;audio_saves\1313.wav;transcript_saves\1313.txt;THIS FROM IRELAND
1314;29;audio_saves\1314.wav;transcript_saves\1314.txt;YES
1315;28;audio_saves\1315.wav;transcript_saves\1315.txt;YES PENFRIENDS
1316;29;audio_saves\1316.wav;transcript_saves\1316.txt;YEAH I HAVE
1317;29;audio_saves\1317.wav;transcript_saves\1317.txt;PENFRIEND TOO
1318;28;audio_saves\1318.wav;transcript_saves\1318.txt;MY PENFRIEND NAMES IS JAMES ENGLISH
1319;28;audio_saves\1319.wav;transcript_saves\1319.txt;YES
1320;28;audio_saves\1320.wav;transcript_saves\1320.txt;IT'S EASY
1321;28;audio_saves\1321.wav;transcript_saves\1321.txt;HM
1322;28;audio_saves\1322.wav;transcript_saves\1322.txt;ON THE PICTURE IS A GIRL ON THE WINDOW
1323;28;audio_saves\1323.wav;transcript_saves\1323.txt;ON THE PICTURE IS A GIRL
1324;29;audio_saves\1324.wav;transcript_saves\1324.txt;HE SWIMMING 
1325;28;audio_saves\1325.wav;transcript_saves\1325.txt;HIS PICTURE IS THIS 
1327;29;audio_saves\1327.wav;transcript_saves\1327.txt;SMALL
1328;29;audio_saves\1328.wav;transcript_saves\1328.txt;SMALL
1329;28;audio_saves\1329.wav;transcript_saves\1329.txt;HM
1330;29;audio_saves\1330.wav;transcript_saves\1330.txt;AND
1331;28;audio_saves\1331.wav;transcript_saves\1331.txt;AND THE SEA IS GREEN
1332;28;audio_saves\1332.wav;transcript_saves\1332.txt;YES THREE PEOPLES 
1333;28;audio_saves\1333.wav;transcript_saves\1333.txt;HERE IS A BOY
1335;29;audio_saves\1335.wav;transcript_saves\1335.txt;BOY
1336;28;audio_saves\1336.wav;transcript_saves\1336.txt;A GIRL IS UNDER THE SHOWER
1337;29;audio_saves\1337.wav;transcript_saves\1337.txt;EH A BOY IS
1338;28;audio_saves\1338.wav;transcript_saves\1338.txt;STAND IN THE GARDEN 
1339;28;audio_saves\1339.wav;transcript_saves\1339.txt;STAND IN THE GARDEN 
1340;29;audio_saves\1340.wav;transcript_saves\1340.txt;HE PUTS WA WATER ON THE FLOWERS AND
1341;28;audio_saves\1341.wav;transcript_saves\1341.txt;YES
1342;29;audio_saves\1342.wav;transcript_saves\1342.txt;YES
1343;28;audio_saves\1343.wav;transcript_saves\1343.txt;THIS IS A WORLD 
1344;29;audio_saves\1344.wav;transcript_saves\1344.txt;HM HM
1345;29;audio_saves\1345.wav;transcript_saves\1345.txt;GREEN AND BLUE AND WHITE
1346;29;audio_saves\1346.wav;transcript_saves\1346.txt;HE 
1347;28;audio_saves\1347.wav;transcript_saves\1347.txt;SHE DRINK WATER
1348;28;audio_saves\1348.wav;transcript_saves\1348.txt;HERE
1349;28;audio_saves\1349.wav;transcript_saves\1349.txt;THE RAINBOW HAS THE COLOR RED YELLOW GREEN AND BLUE
1350;28;audio_saves\1350.wav;transcript_saves\1350.txt;WHEN SUNNY IS SHINING AND IT'S RAINY
1351;28;audio_saves\1351.wav;transcript_saves\1351.txt;RAIN
1352;29;audio_saves\1352.wav;transcript_saves\1352.txt;THE RAIN
1353;29;audio_saves\1353.wav;transcript_saves\1353.txt;EH
1354;28;audio_saves\1354.wav;transcript_saves\1354.txt;IT'S CLOUDS
1355;28;audio_saves\1355.wav;transcript_saves\1355.txt;IT IS A SUN
1356;28;audio_saves\1356.wav;transcript_saves\1356.txt;A SEA
1357;29;audio_saves\1357.wav;transcript_saves\1357.txt;WATER
1358;29;audio_saves\1358.wav;transcript_saves\1358.txt;SNOWING IN THE
1359;28;audio_saves\1359.wav;transcript_saves\1359.txt;RAIN
1360;29;audio_saves\1360.wav;transcript_saves\1360.txt;A SNOWMAN
1361;28;audio_saves\1361.wav;transcript_saves\1361.txt;WITH A RED NOSE AND A RED SCARF
1362;28;audio_saves\1362.wav;transcript_saves\1362.txt;AND A CHILDREN IS ICESKATING ON THE SEA 
1363;29;audio_saves\1363.wav;transcript_saves\1363.txt;AND IT'S SNOWING
1364;29;audio_saves\1364.wav;transcript_saves\1364.txt;YES
1365;29;audio_saves\1365.wav;transcript_saves\1365.txt;OR A IGLOO
1366;29;audio_saves\1366.wav;transcript_saves\1366.txt;NO
1367;28;audio_saves\1367.wav;transcript_saves\1367.txt;YES
1368;28;audio_saves\1368.wav;transcript_saves\1368.txt;YES
1369;28;audio_saves\1369.wav;transcript_saves\1369.txt;HM
1370;28;audio_saves\1370.wav;transcript_saves\1370.txt;HM
1371;29;audio_saves\1371.wav;transcript_saves\1371.txt;HM
1372;28;audio_saves\1372.wav;transcript_saves\1372.txt;MY RAT IS NEXT TO THE BOOKS
1373;29;audio_saves\1373.wav;transcript_saves\1373.txt;MY RAT IS ON THE BOOKS
1374;28;audio_saves\1374.wav;transcript_saves\1374.txt;EH
1376;29;audio_saves\1376.wav;transcript_saves\1376.txt;MY RAT IS ON THE TABLE
1377;28;audio_saves\1377.wav;transcript_saves\1377.txt;MY RAT IS UNDER THE TABLE
1378;28;audio_saves\1378.wav;transcript_saves\1378.txt;MY RAT IS ON THE CHAIR
1379;29;audio_saves\1379.wav;transcript_saves\1379.txt;MY RAT IS UNDER THE CHAIR
1380;28;audio_saves\1380.wav;transcript_saves\1380.txt;MY RAT IS NEXT TO THE COLOR 
1381;29;audio_saves\1381.wav;transcript_saves\1381.txt;MY RAT IS ON THE COLOR 
1382;29;audio_saves\1382.wav;transcript_saves\1382.txt;MY RAT IS ON THE BED
1383;29;audio_saves\1383.wav;transcript_saves\1383.txt;MY
1384;29;audio_saves\1384.wav;transcript_saves\1384.txt;MY RAT IS NEXT TO THE BED
1385;28;audio_saves\1385.wav;transcript_saves\1385.txt;MY RAT IS UNDER THE BOX
1386;29;audio_saves\1386.wav;transcript_saves\1386.txt;ON THE BOX
1387;28;audio_saves\1387.wav;transcript_saves\1387.txt;MY RAT IS ON THE BANK 
1388;28;audio_saves\1388.wav;transcript_saves\1388.txt;THE BENT 
1389;29;audio_saves\1389.wav;transcript_saves\1389.txt;MY RAT IS UNDER THE BENCH 
1390;28;audio_saves\1390.wav;transcript_saves\1390.txt;MY RAT IS ON THE WAND 
1391;28;audio_saves\1391.wav;transcript_saves\1391.txt;WALL 
1392;29;audio_saves\1392.wav;transcript_saves\1392.txt;MY RAT IS
1393;29;audio_saves\1393.wav;transcript_saves\1393.txt;MY RAT IS NEXT TO THE CHAIR
1394;29;audio_saves\1394.wav;transcript_saves\1394.txt;MY RAT IS
1395;29;audio_saves\1395.wav;transcript_saves\1395.txt;YES
1396;31;audio_saves\1396.wav;transcript_saves\1396.txt;MY HOBBY IS <unk>
1397;30;audio_saves\1397.wav;transcript_saves\1397.txt;YES
1398;31;audio_saves\1398.wav;transcript_saves\1398.txt;EH
1399;31;audio_saves\1399.wav;transcript_saves\1399.txt;YES
1400;31;audio_saves\1400.wav;transcript_saves\1400.txt;EH
1401;31;audio_saves\1401.wav;transcript_saves\1401.txt;EH
1402;30;audio_saves\1402.wav;transcript_saves\1402.txt;FATHER 
1403;31;audio_saves\1403.wav;transcript_saves\1403.txt;FATHER 
1404;31;audio_saves\1404.wav;transcript_saves\1404.txt;EH A RABBIT
1405;30;audio_saves\1405.wav;transcript_saves\1405.txt;EASTER BUNNY
1407;30;audio_saves\1407.wav;transcript_saves\1407.txt;EASTER 
1408;30;audio_saves\1408.wav;transcript_saves\1408.txt;I'M SEE EGGS IN HOT WATER
1409;30;audio_saves\1409.wav;transcript_saves\1409.txt;A RABBIT
1410;30;audio_saves\1410.wav;transcript_saves\1410.txt;A BLUE PULLOVER
1411;30;audio_saves\1411.wav;transcript_saves\1411.txt;YELLOW 
1412;31;audio_saves\1412.wav;transcript_saves\1412.txt;YELLOW HM
1414;30;audio_saves\1414.wav;transcript_saves\1414.txt;I'M SEE
1415;30;audio_saves\1415.wav;transcript_saves\1415.txt;IT'S A MUM
1416;31;audio_saves\1416.wav;transcript_saves\1416.txt;THE COLORS BLUE GREEN YELLOW ORANGE
1417;30;audio_saves\1417.wav;transcript_saves\1417.txt;EH
1418;30;audio_saves\1418.wav;transcript_saves\1418.txt;YES
1419;30;audio_saves\1419.wav;transcript_saves\1419.txt;I'M SEE RAINING
1421;30;audio_saves\1421.wav;transcript_saves\1421.txt;WINDOW 
1422;30;audio_saves\1422.wav;transcript_saves\1422.txt;WINDOW GLASS 
1423;30;audio_saves\1423.wav;transcript_saves\1423.txt;A CHILD 
1426;30;audio_saves\1426.wav;transcript_saves\1426.txt;HM
1427;30;audio_saves\1427.wav;transcript_saves\1427.txt;YES
1428;30;audio_saves\1428.wav;transcript_saves\1428.txt;HERE
1429;30;audio_saves\1429.wav;transcript_saves\1429.txt;IT'S A BIG BOAT
1430;30;audio_saves\1430.wav;transcript_saves\1430.txt;THE BOAT IS RED
1431;31;audio_saves\1431.wav;transcript_saves\1431.txt;RED AND BLUE AND WHITE
1432;30;audio_saves\1432.wav;transcript_saves\1432.txt;YES
1433;30;audio_saves\1433.wav;transcript_saves\1433.txt;YES
1434;30;audio_saves\1434.wav;transcript_saves\1434.txt;I'M SEE A GIRL AND A FATHER 
1435;30;audio_saves\1435.wav;transcript_saves\1435.txt;FLOWER 
1436;31;audio_saves\1436.wav;transcript_saves\1436.txt;I SEE FLOWER 
1438;31;audio_saves\1438.wav;transcript_saves\1438.txt;TUB 
1439;31;audio_saves\1439.wav;transcript_saves\1439.txt;THIS IS
1440;31;audio_saves\1440.wav;transcript_saves\1440.txt;NO
1441;31;audio_saves\1441.wav;transcript_saves\1441.txt;HM
1443;30;audio_saves\1443.wav;transcript_saves\1443.txt;BLUE WHITE AND GREEN
1444;30;audio_saves\1444.wav;transcript_saves\1444.txt;THIS 
1446;31;audio_saves\1446.wav;transcript_saves\1446.txt;THE DRINK 
1447;30;audio_saves\1447.wav;transcript_saves\1447.txt;HERE
1448;30;audio_saves\1448.wav;transcript_saves\1448.txt;THE RAINBOW IS RED YELLOW GREEN AND <unk> BLUE
1449;31;audio_saves\1449.wav;transcript_saves\1449.txt;THE RAINBOW IS RED YELLOW GREEN VIOLET 
1450;30;audio_saves\1450.wav;transcript_saves\1450.txt;A SUN 
1451;31;audio_saves\1451.wav;transcript_saves\1451.txt;A RAINY AND THE 
1452;31;audio_saves\1452.wav;transcript_saves\1452.txt;SNOW
1453;30;audio_saves\1453.wav;transcript_saves\1453.txt;I'M SEE A SUN
1455;30;audio_saves\1455.wav;transcript_saves\1455.txt;FIELD 
1456;30;audio_saves\1456.wav;transcript_saves\1456.txt;SNOW RAINING <unk> WATER
1457;30;audio_saves\1457.wav;transcript_saves\1457.txt;SNOW 
1458;31;audio_saves\1458.wav;transcript_saves\1458.txt;COLOR 
1459;31;audio_saves\1459.wav;transcript_saves\1459.txt;EH RED WHITE AND THE BLACK
1460;30;audio_saves\1460.wav;transcript_saves\1460.txt;A GIRL SNOW SNOWMAN
1461;30;audio_saves\1461.wav;transcript_saves\1461.txt;COLOR RED BLACK AND WHITE
1462;30;audio_saves\1462.wav;transcript_saves\1462.txt;YEAH
1463;31;audio_saves\1463.wav;transcript_saves\1463.txt;I SEE THE 
1465;31;audio_saves\1465.wav;transcript_saves\1465.txt;RATS 
1466;31;audio_saves\1466.wav;transcript_saves\1466.txt;HM
1467;31;audio_saves\1467.wav;transcript_saves\1467.txt;HM
1469;31;audio_saves\1469.wav;transcript_saves\1469.txt;MY RAT IS AN THE HOUSE
1470;31;audio_saves\1470.wav;transcript_saves\1470.txt;HM
1471;30;audio_saves\1471.wav;transcript_saves\1471.txt;RAT
1472;31;audio_saves\1472.wav;transcript_saves\1472.txt;MY RAT IS AN 
1473;31;audio_saves\1473.wav;transcript_saves\1473.txt;COLUMN 
1474;32;audio_saves\1474.wav;transcript_saves\1474.txt;MY NAME IS PAUL
1475;33;audio_saves\1475.wav;transcript_saves\1475.txt;MY NAME IS ELISABETH
1476;33;audio_saves\1476.wav;transcript_saves\1476.txt;YES
1478;32;audio_saves\1478.wav;transcript_saves\1478.txt;YES
1479;32;audio_saves\1479.wav;transcript_saves\1479.txt;YES
1480;33;audio_saves\1480.wav;transcript_saves\1480.txt;YES
1481;32;audio_saves\1481.wav;transcript_saves\1481.txt;I SEE YELLOW GREEN BROWN ORANGE BLUE
1482;33;audio_saves\1482.wav;transcript_saves\1482.txt;EH BROWN ORANGE BLUE RED AND <unk> 
1483;32;audio_saves\1483.wav;transcript_saves\1483.txt;I SEE
1484;33;audio_saves\1484.wav;transcript_saves\1484.txt;HM
1485;33;audio_saves\1485.wav;transcript_saves\1485.txt;BLUE ORANGE YELLOW <unk> BROWN
1486;32;audio_saves\1486.wav;transcript_saves\1486.txt;BLACK 
1487;33;audio_saves\1487.wav;transcript_saves\1487.txt;BLACK
1488;32;audio_saves\1488.wav;transcript_saves\1488.txt;HM
1490;32;audio_saves\1490.wav;transcript_saves\1490.txt;IT'S A BIG SHIP
1491;33;audio_saves\1491.wav;transcript_saves\1491.txt;RED
1492;33;audio_saves\1492.wav;transcript_saves\1492.txt;BLUE
1493;32;audio_saves\1493.wav;transcript_saves\1493.txt;BLACK 
1494;33;audio_saves\1494.wav;transcript_saves\1494.txt;BLACK
1495;32;audio_saves\1495.wav;transcript_saves\1495.txt;WHITE 
1496;33;audio_saves\1496.wav;transcript_saves\1496.txt;WHITE
1498;32;audio_saves\1498.wav;transcript_saves\1498.txt;YES
1501;33;audio_saves\1501.wav;transcript_saves\1501.txt;NO
1502;33;audio_saves\1502.wav;transcript_saves\1502.txt;NO
1503;33;audio_saves\1503.wav;transcript_saves\1503.txt;NO
1504;33;audio_saves\1504.wav;transcript_saves\1504.txt;NO
1505;32;audio_saves\1505.wav;transcript_saves\1505.txt;A GIRL
1506;32;audio_saves\1506.wav;transcript_saves\1506.txt;YES
1507;33;audio_saves\1507.wav;transcript_saves\1507.txt;NO
1508;32;audio_saves\1508.wav;transcript_saves\1508.txt;I SEE A BOY
1509;32;audio_saves\1509.wav;transcript_saves\1509.txt;YEAH
1510;32;audio_saves\1510.wav;transcript_saves\1510.txt;I SEE A BOY
1511;33;audio_saves\1511.wav;transcript_saves\1511.txt;HE IS TAKING A SHOWER
1512;33;audio_saves\1512.wav;transcript_saves\1512.txt;I SEE A BOY
1513;33;audio_saves\1513.wav;transcript_saves\1513.txt;THE BOY IS TAKING A SHOWER
1514;32;audio_saves\1514.wav;transcript_saves\1514.txt;YES
1515;32;audio_saves\1515.wav;transcript_saves\1515.txt;THE MAN
1516;32;audio_saves\1516.wav;transcript_saves\1516.txt;PUTS
1517;32;audio_saves\1517.wav;transcript_saves\1517.txt;WATER ON THE SHOW 
1518;32;audio_saves\1518.wav;transcript_saves\1518.txt;FLOWERS 
1519;32;audio_saves\1519.wav;transcript_saves\1519.txt;THE WORLD
1520;33;audio_saves\1520.wav;transcript_saves\1520.txt;YES
1521;33;audio_saves\1521.wav;transcript_saves\1521.txt;NO
1522;33;audio_saves\1522.wav;transcript_saves\1522.txt;GREEN
1523;33;audio_saves\1523.wav;transcript_saves\1523.txt;BLUE
1525;32;audio_saves\1525.wav;transcript_saves\1525.txt;DRINKING
1526;32;audio_saves\1526.wav;transcript_saves\1526.txt;MILK
1527;32;audio_saves\1527.wav;transcript_saves\1527.txt;THE GHOST PICTURE
1529;32;audio_saves\1529.wav;transcript_saves\1529.txt;HM
1531;32;audio_saves\1531.wav;transcript_saves\1531.txt;OF THE BOOK 
1532;33;audio_saves\1532.wav;transcript_saves\1532.txt;OF THE BOOK
1533;33;audio_saves\1533.wav;transcript_saves\1533.txt;ON THE FLOOR
1534;32;audio_saves\1534.wav;transcript_saves\1534.txt;MY RAT IS ON THE BED
1535;33;audio_saves\1535.wav;transcript_saves\1535.txt;MY RAT IS OF THE
1536;33;audio_saves\1536.wav;transcript_saves\1536.txt;BOX 
1537;32;audio_saves\1537.wav;transcript_saves\1537.txt;MY RAT IS OF THE BOOK
1538;33;audio_saves\1538.wav;transcript_saves\1538.txt;MY RAT IS IN THE BOOK 
1539;33;audio_saves\1539.wav;transcript_saves\1539.txt;BOX 
1540;32;audio_saves\1540.wav;transcript_saves\1540.txt;MY RAT IS OF THE
1541;32;audio_saves\1541.wav;transcript_saves\1541.txt;BENCH 
1542;33;audio_saves\1542.wav;transcript_saves\1542.txt;WALL 
1543;32;audio_saves\1543.wav;transcript_saves\1543.txt;MY RAT IS
1545;34;audio_saves\1545.wav;transcript_saves\1545.txt;MY NAME <unk> SEBASTIAN
1546;35;audio_saves\1546.wav;transcript_saves\1546.txt;MY NAME IS SANDRA
1547;35;audio_saves\1547.wav;transcript_saves\1547.txt;HELLO
1548;34;audio_saves\1548.wav;transcript_saves\1548.txt;HELLO
1549;34;audio_saves\1549.wav;transcript_saves\1549.txt;NO
1550;34;audio_saves\1550.wav;transcript_saves\1550.txt;YES
1551;35;audio_saves\1551.wav;transcript_saves\1551.txt;MY HOBBIES ARE SWIMMING READING AND RIDE MY BIKE
1552;35;audio_saves\1552.wav;transcript_saves\1552.txt;HARRY POTTER
1553;35;audio_saves\1553.wav;transcript_saves\1553.txt;YES
1554;35;audio_saves\1554.wav;transcript_saves\1554.txt;YES
1555;34;audio_saves\1555.wav;transcript_saves\1555.txt;YES
1556;34;audio_saves\1556.wav;transcript_saves\1556.txt;HARRY POTTER
1557;34;audio_saves\1557.wav;transcript_saves\1557.txt;YES
1558;34;audio_saves\1558.wav;transcript_saves\1558.txt;YES
1559;35;audio_saves\1559.wav;transcript_saves\1559.txt;I CAN SEE A RABBIT
1560;35;audio_saves\1560.wav;transcript_saves\1560.txt;I CAN SEE RED AND BLUE AND GREEN AND YELLOW
1561;34;audio_saves\1561.wav;transcript_saves\1561.txt;YELLOW BLUE GREEN ORANGE  RED BROWN
1562;34;audio_saves\1562.wav;transcript_saves\1562.txt;TWO
1563;35;audio_saves\1563.wav;transcript_saves\1563.txt;I CAN SEE BLUE ORANGE BROWN EH
1564;35;audio_saves\1564.wav;transcript_saves\1564.txt;THE RABBIT ARE PUT THE EGGS IN THE HOT WATER
1565;35;audio_saves\1565.wav;transcript_saves\1565.txt;THE RABBIT
1566;35;audio_saves\1566.wav;transcript_saves\1566.txt;I CAN SEE A RABBIT
1567;35;audio_saves\1567.wav;transcript_saves\1567.txt;IN MOUTH HAVE YOU GOT A 
1568;35;audio_saves\1568.wav;transcript_saves\1568.txt;I CAN THE RABBIT HAVE HAS GOT IN THE MOUTH A SPOON AND ON THE MOUTH IS A EGG
1569;34;audio_saves\1569.wav;transcript_saves\1569.txt;BLUE GREEN ORANGE  GREEN RED BROWN 
1570;34;audio_saves\1570.wav;transcript_saves\1570.txt;EGGS
1572;34;audio_saves\1572.wav;transcript_saves\1572.txt;GREEN BLUE YELLOW BROWN WHITE BLACK
1573;34;audio_saves\1573.wav;transcript_saves\1573.txt;VIOLET 
1574;35;audio_saves\1574.wav;transcript_saves\1574.txt;I CAN SEE A SPOON THE FATHER RABBIT THE MOTHER RABBIT AND THE CHILDREN <unk>
1575;35;audio_saves\1575.wav;transcript_saves\1575.txt;EH
1578;35;audio_saves\1578.wav;transcript_saves\1578.txt;HM
1579;35;audio_saves\1579.wav;transcript_saves\1579.txt;HM
1580;34;audio_saves\1580.wav;transcript_saves\1580.txt;BLUE WHITE
1582;35;audio_saves\1582.wav;transcript_saves\1582.txt;I CAN SEE A GIRL
1583;35;audio_saves\1583.wav;transcript_saves\1583.txt;SHE IS LOOKING AT THE
1584;35;audio_saves\1584.wav;transcript_saves\1584.txt;I CAN SEE EH
1585;35;audio_saves\1585.wav;transcript_saves\1585.txt;RAINY 
1586;35;audio_saves\1586.wav;transcript_saves\1586.txt;CHIP
1588;35;audio_saves\1588.wav;transcript_saves\1588.txt;BIG SHIP
1590;35;audio_saves\1590.wav;transcript_saves\1590.txt;A FLAG
